type,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/id,properties/title,properties/description,properties/face,properties/icon/url,properties/icon/scaledSize/width,properties/icon/scaledSize/height,properties/icon/origin/x,properties/icon/origin/y,properties/icon/anchor/x,properties/icon/anchor/y
Feature,Point,26.0773,44.4456,21476653,"Bloc A scara 1, 2, 3, 4, 5, 6",,East,//www.hartablocuri.ro/i/s04-r1.png,20,20,0,0,10,10
Feature,Point,26.0788,44.4446,21476654,Bloc C,,East,//www.hartablocuri.ro/i/s04-r2.png,20,20,0,0,10,10
Feature,Point,26.0766,44.4466,21476655,Bloc D,,East,//www.hartablocuri.ro/i/s04.png,18,18,0,0,9,9
Feature,Point,26.07815,44.4426,21476656,Bloc E,,East,//www.hartablocuri.ro/i/s06.png,20,20,0,0,10,10
Feature,Point,26.07775,44.4429,21476657,Bloc F,,East,//www.hartablocuri.ro/i/s06.png,21,21,0,0,10.5,10.5
Feature,Point,26.0773,44.4432,21476658,Bloc G,,East,//www.hartablocuri.ro/i/s06.png,21,21,0,0,10.5,10.5
Feature,Point,26.0768,44.4435,21476659,Bloc H,,East,//www.hartablocuri.ro/i/s06.png,21,21,0,0,10.5,10.5
Feature,Point,26.0748,44.4447,21476660,"Căminul Feroviarilor, azi Hotel Astoria",,East,//www.hartablocuri.ro/i/s02.png,19,19,0,0,9.5,9.5
Feature,Point,26.07355,44.44525,21476661,Bloc 1,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.0733,44.44565,21476662,Bloc 2,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.0731,44.446,21476663,Bloc 3,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.07225,44.4466,21476664,Bloc 4,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.0712,44.4473,21476665,Bloc 5,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.0704,44.44785,21476666,Bloc 6,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.0694,44.4485,21476667,Bloc 7,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.0759,44.44415,21476668,Bloc 8,,East,//www.hartablocuri.ro/i/s04-r2.png,20,20,0,0,10,10
Feature,Point,26.0764,44.4484,21476669,Bloc fără număr,,East,//www.hartablocuri.ro/i/s04.png,18,18,0,0,9,9
Feature,Point,26.0768,44.44805,21476670,Bloc fără număr,,East,//www.hartablocuri.ro/i/s04.png,18,18,0,0,9,9
Feature,Point,26.0778,44.44895,21476671,Bloc fără număr,,East,//www.hartablocuri.ro/i/s04.png,18,18,0,0,9,9
Feature,Point,26.0765,44.449,21476672,Bloc fără număr,,East,//www.hartablocuri.ro/i/s04-u2.png,16,16,0,0,8,8
Feature,Point,26.07735,44.44915,21476673,Bloc fără număr,,East,//www.hartablocuri.ro/i/s04.png,18,18,0,0,9,9
Feature,Point,26.0791,44.446,21476674,Bloc fără număr,,East,//www.hartablocuri.ro/i/s08-r2.png,18,18,0,0,9,9
Feature,Point,26.078,44.4463,21476675,Hotel Nord,,East,//www.hartablocuri.ro/i/s08-c.png,19,19,0,0,9.5,9.5
Feature,Point,26.0773,44.4467,21476676,Bloc J,,East,//www.hartablocuri.ro/i/s04.png,18,18,0,0,9,9
Feature,Point,26.077,44.4474,21476677,Bloc fără număr,,East,//www.hartablocuri.ro/i/s04.png,18,18,0,0,9,9
Feature,Point,26.07525,44.448,21476678,Bloc fără număr,,East,//www.hartablocuri.ro/i/s04.png,18,18,0,0,9,9
Feature,Point,26.0744,44.4483,21476679,Bloc fără număr,,East,//www.hartablocuri.ro/i/s04.png,18,18,0,0,9,9
Feature,Point,26.0738,44.4487,21476680,Bloc B1,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.07295,44.449,21476681,Bloc fără număr,,East,//www.hartablocuri.ro/i/s04.png,18,18,0,0,9,9
Feature,Point,26.0724,44.44925,21476682,Bloc fără număr,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.0717,44.4497,21476683,Bloc B3,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.0707,44.45005,21476684,Bloc 4,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.06855,44.45125,21476685,Bloc K,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.06765,44.45185,21476686,Bloc J,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.0674,44.4522,21476687,Bloc I,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.0668,44.4524,21476688,Bloc S,,East,//www.hartablocuri.ro/i/s06-r2.png,20,20,0,0,10,10
Feature,Point,26.0662,44.4528,21476689,Bloc R,,East,//www.hartablocuri.ro/i/s06.png,20,20,0,0,10,10
Feature,Point,26.0656,44.4532,21476690,Bloc P,,East,//www.hartablocuri.ro/i/s06.png,20,20,0,0,10,10
Feature,Point,26.065,44.4536,21476691,Bloc O,,East,//www.hartablocuri.ro/i/s06.png,20,20,0,0,10,10
Feature,Point,26.06435,44.454,21476692,Bloc N,,East,//www.hartablocuri.ro/i/s06.png,20,20,0,0,10,10
Feature,Point,26.06385,44.45435,21476693,Bloc M,,East,//www.hartablocuri.ro/i/s06-r2.png,20,20,0,0,10,10
Feature,Point,26.0643,44.45455,21476694,Bloc F,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.0631,44.455,21476695,Bloc roșu,,East,//www.hartablocuri.ro/i/s02.png,16,16,0,0,8,8
Feature,Point,26.0629,44.4565,21476696,Bloc C,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.06245,44.45655,21476697,Bloc B,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.0618,44.4567,21476698,Bloc A,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.0589,44.4604,21476699,Bloc K,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.05815,44.46145,21476700,Bloc L3,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.05785,44.4618,21476701,Bloc L2,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.05825,44.46195,21476702,Bloc J,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.05755,44.4622,21476703,Bloc L1,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.05685,44.46295,21476704,Bloc 1,,East,//www.hartablocuri.ro/i/s06.png,21,21,0,0,10.5,10.5
Feature,Point,26.05165,44.46965,21476705,Bloc 1,,East,//www.hartablocuri.ro/i/s06-n.png,18,18,0,0,9,9
Feature,Point,26.0526,44.46885,21476706,Bloc 2,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.0529,44.46805,21476707,Bloc 3,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.05385,44.46725,21476708,Bloc 4,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.05415,44.4664,21476709,Bloc 5,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.0551,44.4656,21476710,Bloc 6,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.0554,44.4648,21476711,Bloc 7,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.0558,44.465,21476712,Bloc 7bis,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,26.0483,44.47395,21476713,Bloc A,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.04885,44.4732,21476714,Bloc B,,East,//www.hartablocuri.ro/i/s06-r3.png,19,19,0,0,9.5,9.5
Feature,Point,26.04945,44.4725,21476715,Bloc C,,East,//www.hartablocuri.ro/i/s06-r1.png,19,19,0,0,9.5,9.5
Feature,Point,26.0506,44.4719,21476716,Bloc D1,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.05115,44.4716,21476717,Bloc E1,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.05155,44.4715,21476718,Bloc E2,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.05155,44.47085,21476719,Bloc F,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.05085,44.47095,21476720,Bloc G,,East,//www.hartablocuri.ro/i/s06.png,20,20,0,0,10,10
Feature,Point,26.05095,44.4705,21476721,Bloc H,,East,//www.hartablocuri.ro/i/s06-r2.png,19,19,0,0,9.5,9.5
Feature,Point,26.05025,44.47025,21476722,Bloc M,,East,//www.hartablocuri.ro/i/s06-r2.png,19,19,0,0,9.5,9.5
Feature,Point,26.0495,44.47095,21476723,Bloc N,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.04905,44.4717,21476724,Bloc O,,East,//www.hartablocuri.ro/i/s06-r2.png,21,21,0,0,10.5,10.5
Feature,Point,26.0487,44.47225,21476725,Bloc P,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.04815,44.47295,21476726,Bloc R,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.0476,44.47365,21476727,Bloc S,,East,//www.hartablocuri.ro/i/s06.png,19,19,0,0,9.5,9.5
Feature,Point,26.0533,44.47095,21476728,Bloc 1,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.0545,44.4709,21476729,Bloc 2,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.05535,44.47045,21476730,Bloc 2 bis,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.0568,44.46995,21476731,Bloc 3,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.05785,44.46975,21476732,Bloc 4,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.0586,44.4692,21476733,Bloc 4 PRIM,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.06,44.4686,21476734,Bloc 5,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.0613,44.4683,21476735,Bloc 6,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.0626,44.4681,21476736,Bloc 7,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.063,44.46745,21476737,Bloc 8,,East,//www.hartablocuri.ro/i/s06.png,20,20,0,0,10,10
Feature,Point,26.0637,44.46715,21476738,Bloc 9,,East,//www.hartablocuri.ro/i/s06.png,20,20,0,0,10,10
Feature,Point,26.06445,44.46695,21476739,Bloc 10,,East,//www.hartablocuri.ro/i/s06.png,20,20,0,0,10,10
Feature,Point,26.06505,44.4666,21476740,Bloc 11 ?,,East,//www.hartablocuri.ro/i/s06.png,16,16,0,0,8,8
Feature,Point,26.0658,44.46645,21476741,Bloc 12 ?,,East,//www.hartablocuri.ro/i/s06.png,16,16,0,0,8,8
Feature,Point,26.0663,44.46645,21476742,Bloc 13 ?,,East,//www.hartablocuri.ro/i/s06.png,16,16,0,0,8,8
Feature,Point,26.05675,44.46895,21476743,Bloc 11,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.0555,44.4694,21476744,Bloc 12,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.0542,44.4698,21476745,Bloc 13,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.05325,44.4701,21476746,Bloc 14,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.05295,44.47055,21476747,Bloc 15,,East,//www.hartablocuri.ro/i/s06.png,18,18,0,0,9,9
Feature,Point,26.0541,44.4702,21476748,Bloc 16,,East,//www.hartablocuri.ro/i/s06.png,20,20,0,0,10,10
Feature,Point,26.05475,44.47005,21476749,Bloc 17,,East,//www.hartablocuri.ro/i/s06-u2.png,20,20,0,0,10,10
Feature,Point,26.05545,44.4698,21476750,Bloc 18,,East,//www.hartablocuri.ro/i/s06-u2.png,20,20,0,0,10,10
Feature,Point,26.05615,44.46955,21476751,Bloc 19,,East,//www.hartablocuri.ro/i/s06-r2.png,20,20,0,0,10,10
Feature,Point,26.0568,44.46925,21476752,Bloc 20,,East,//www.hartablocuri.ro/i/s06.png,20,20,0,0,10,10
Feature,Point,26.0574,44.46905,21476753,Bloc 21,,East,//www.hartablocuri.ro/i/s06.png,20,20,0,0,10,10
Feature,Point,26.0587,44.4695,21476754,Bloc 1,,East,//www.hartablocuri.ro/i/s16.png,20,20,0,0,10,10
Feature,Point,26.05855,44.4698,21476755,Bloc 2,,East,//www.hartablocuri.ro/i/s16.png,20,20,0,0,10,10
Feature,Point,26.0584,44.4701,21476756,Bloc 3,,East,//www.hartablocuri.ro/i/s16.png,20,20,0,0,10,10
Feature,Point,26.0635,44.4683,21476757,Bloc 1,,East,//www.hartablocuri.ro/i/s12.png,16,16,0,0,8,8
Feature,Point,26.063,44.4682,21476758,Bloc 2,,East,//www.hartablocuri.ro/i/s12.png,16,16,0,0,8,8
Feature,Point,26.06235,44.46845,21476759,Bloc 4,,East,//www.hartablocuri.ro/i/s12.png,16,16,0,0,8,8
Feature,Point,26.06185,44.46865,21476760,Bloc 6,,East,//www.hartablocuri.ro/i/s12.png,16,16,0,0,8,8
Feature,Point,26.0657,44.4658,21476761,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.0652,44.466,21476762,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.0647,44.4662,21476763,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.0642,44.4663,21476764,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,14,14,0,0,7,7
Feature,Point,26.0637,44.4666,21476765,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.0633,44.4667,21476766,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,12,12,0,0,6,6
Feature,Point,26.0631,44.4668,21476767,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,12,12,0,0,6,6
Feature,Point,26.0628,44.467,21476768,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,12,12,0,0,6,6
Feature,Point,26.0621,44.467,21476769,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.0618,44.46715,21476770,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.0615,44.4673,21476771,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.0612,44.46745,21476772,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.0609,44.4676,21476773,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.0626,44.4668,21476774,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.063,44.4665,21476775,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,14,14,0,0,7,7
Feature,Point,26.0635,44.4663,21476776,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.064,44.4661,21476777,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,14,14,0,0,7,7
Feature,Point,26.0644,44.4659,21476778,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.0649,44.4657,21476779,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.0654,44.4654,21476780,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.0601,44.468,21476781,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,12,12,0,0,6,6
Feature,Point,26.058,44.4657,21476782,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,12,12,0,0,6,6
Feature,Point,26.0576,44.4653,21476783,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,12,12,0,0,6,6
Feature,Point,26.0574,44.4651,21476784,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,12,12,0,0,6,6
Feature,Point,26.0599,44.4678,21476785,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.0598,44.4676,21476786,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.0596,44.4674,21476787,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.0594,44.4672,21476788,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.0597,44.4681,21476789,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.0595,44.4679,21476790,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.0592,44.4676,21476791,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.059,44.4674,21476792,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,13,13,0,0,6.5,6.5
Feature,Point,26.0591,44.4658,21476793,Fără nume,,East,//www.hartablocuri.ro/i/s00.png,14,14,0,0,7,7
Feature,Point,26.05785,44.46665,21476794,Bloc fără număr,,East,//www.hartablocuri.ro/i/s00.png,14,14,0,0,7,7
Feature,Point,26.05825,44.46705,21476795,Bloc fără număr,,East,//www.hartablocuri.ro/i/s00.png,14,14,0,0,7,7
Feature,Point,26.0586,44.46745,21476796,Bloc fără număr,,East,//www.hartablocuri.ro/i/s00-u3.png,14,14,0,0,7,7
Feature,Point,26.0589,44.4678,21476797,Bloc fără număr,,East,//www.hartablocuri.ro/i/s00-u2.png,15,15,0,0,7.5,7.5
Feature,Point,26.05915,44.46805,21476798,Bloc fără număr,,East,//www.hartablocuri.ro/i/s00.png,15,15,0,0,7.5,7.5
Feature,Point,26.0594,44.4683,21476799,Bloc fără număr,,East,//www.hartablocuri.ro/i/s00.png,15,15,0,0,7.5,7.5
Feature,Point,26.0586,44.46855,21476800,Bloc 1,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,26.05905,44.46835,21476801,Bloc 1,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,26.05855,44.4678,21476802,Bloc 2,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,26.0581,44.4673,21476803,Bloc 3,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,26.05765,44.46685,21476804,Bloc 4,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,26.0581,44.4687,21476805,Bloc 1,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,26.05775,44.46825,21476806,Bloc 2,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,26.05725,44.46775,21476807,Bloc 3,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,26.0568,44.4673,21476808,Bloc 4,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,26.05835,44.4683,21476809,Bloc A,,East,//www.hartablocuri.ro/i/s04.png,14,14,0,0,7,7
Feature,Point,26.0579,44.4678,21476810,Bloc D,,East,//www.hartablocuri.ro/i/s04.png,14,14,0,0,7,7
Feature,Point,26.05745,44.4673,21476811,Bloc G,,East,//www.hartablocuri.ro/i/s04.png,14,14,0,0,7,7
Feature,Point,26.057,44.4668,21476812,Bloc I,,East,//www.hartablocuri.ro/i/s04.png,14,14,0,0,7,7
Feature,Point,26.0563,44.46675,21476813,Bloc D / Vila 6,,East,//www.hartablocuri.ro/i/s04.png,14,14,0,0,7,7
Feature,Point,26.0565,44.4663,21476814,Bloc J,,East,//www.hartablocuri.ro/i/s04.png,14,14,0,0,7,7
Feature,Point,26.0567,44.46585,21476815,Bloc D,,East,//www.hartablocuri.ro/i/s04.png,14,14,0,0,7,7
Feature,Point,26.05615,44.4654,21476816,Bloc E9,,East,//www.hartablocuri.ro/i/s04.png,14,14,0,0,7,7
Feature,Point,26.0583,44.46795,21476817,Bloc B,,East,//www.hartablocuri.ro/i/s12.png,15,15,0,0,7.5,7.5
Feature,Point,26.05795,44.4681,21476818,Bloc C,,East,//www.hartablocuri.ro/i/s12.png,15,15,0,0,7.5,7.5
Feature,Point,26.05785,44.46745,21476819,Bloc E,,East,//www.hartablocuri.ro/i/s12.png,15,15,0,0,7.5,7.5
Feature,Point,26.0575,44.46765,21476820,Bloc F,,East,//www.hartablocuri.ro/i/s12.png,15,15,0,0,7.5,7.5
Feature,Point,26.0574,44.467,21476821,Bloc H,,East,//www.hartablocuri.ro/i/s12.png,15,15,0,0,7.5,7.5
Feature,Point,26.0585,44.4685,21476822,Bloc F,,East,//www.hartablocuri.ro/i/s06-r4.png,12,12,0,0,6,6
Feature,Point,26.05895,44.4652,21476823,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,26.05935,44.4656,21476824,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,26.05965,44.46595,21476825,Bloc 5,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,26.06,44.46635,21476826,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s16.png,17,17,0,0,8.5,8.5
Feature,Point,26.06025,44.4666,21476827,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,26.0605,44.46685,21476828,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,26.06065,44.4671,21476829,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s12.png,15,15,0,0,7.5,7.5
Feature,Point,26.06445,44.46535,21476830,Bloc fără număr,,East,//www.hartablocuri.ro/i/s04.png,14,14,0,0,7,7
Feature,Point,26.06415,44.46505,21476831,Bloc fără număr,,East,//www.hartablocuri.ro/i/s04.png,14,14,0,0,7,7
Feature,Point,26.0639,44.4648,21476832,Bloc fără număr,,East,//www.hartablocuri.ro/i/s04.png,14,14,0,0,7,7
Feature,Point,26.06365,44.46455,21476833,Bloc fără număr,,East,//www.hartablocuri.ro/i/s04.png,14,14,0,0,7,7
Feature,Point,26.0634,44.4643,21476834,Bloc fără număr,,East,//www.hartablocuri.ro/i/s04.png,14,14,0,0,7,7
Feature,Point,26.0632,44.4641,21476835,Bloc fără număr,,East,//www.hartablocuri.ro/i/s04.png,14,14,0,0,7,7
Feature,Point,26.063,44.4639,21476836,Bloc fără număr,,East,//www.hartablocuri.ro/i/s04.png,14,14,0,0,7,7
Feature,Point,26.06275,44.46365,21476837,Bloc fără număr,,East,//www.hartablocuri.ro/i/s04.png,14,14,0,0,7,7
Feature,Point,26.07275,44.46265,21476838,Bloc 1,,East,//www.hartablocuri.ro/i/s04.png,18,18,0,0,9,9
Feature,Point,26.07325,44.46305,21476839,Bloc 2,,East,//www.hartablocuri.ro/i/s04.png,18,18,0,0,9,9
Feature,Point,26.07375,44.46345,21476840,Bloc 3,,East,//www.hartablocuri.ro/i/s04.png,18,18,0,0,9,9
Feature,Point,26.0742,44.46385,21476841,Bloc 4,,East,//www.hartablocuri.ro/i/s04.png,18,18,0,0,9,9
Feature,Point,26.0744,44.4643,21476842,Bloc 5,,East,//www.hartablocuri.ro/i/s04.png,18,18,0,0,9,9
Feature,Point,26.0747,44.46465,21476843,Bloc 6,,East,//www.hartablocuri.ro/i/s04.png,18,18,0,0,9,9
Feature,Point,26.07505,44.46495,21476844,Bloc 7,,East,//www.hartablocuri.ro/i/s04.png,18,18,0,0,9,9
Feature,Point,26.0695,44.4648,21476845,Bloc 1,,East,//www.hartablocuri.ro/i/s04.png,18,18,0,0,9,9
Feature,Point,26.07055,44.46415,21476846,Bloc 2,,East,//www.hartablocuri.ro/i/s04.png,18,18,0,0,9,9
Feature,Point,26.06895,44.46515,21476847,Bloc 1,,East,//www.hartablocuri.ro/i/s20.png,20,20,0,0,10,10
Feature,Point,26.06945,44.46535,21476848,Bloc 2,,East,//www.hartablocuri.ro/i/s12.png,16,16,0,0,8,8
Feature,Point,26.06985,44.4655,21476849,Bloc 3,,East,//www.hartablocuri.ro/i/s12.png,16,16,0,0,8,8
Feature,Point,26.07025,44.46565,21476850,Bloc 4,,East,//www.hartablocuri.ro/i/s12.png,16,16,0,0,8,8
Feature,Point,26.0709,44.4655,21476851,Bloc 5,,East,//www.hartablocuri.ro/i/s12.png,16,16,0,0,8,8
Feature,Point,26.0718,44.46515,21476852,Bloc 6,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,26.07225,44.4649,21476853,Bloc 7,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,26.0728,44.4645,21476854,Bloc 8,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,26.03825,44.48765,21476855,Bloc 13,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,26.0382,44.48685,21476856,Bloc 11,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,26.039,44.4863,21476857,Bloc 8,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,26.0399,44.4852,21476858,Bloc 64,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,26.0405,44.4849,21476859,Bloc 10,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,26.0401,44.48445,21476860,Bloc 3,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,26.0406,44.4839,21476861,Bloc 4,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,26.04105,44.48325,21476862,Bloc B6,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,26.04145,44.48275,21476863,Bloc B6,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,26.0427,44.4831,21476864,Bloc B6,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,26.04215,44.4828,21476865,Bloc B6,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
