type,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/id,properties/title,properties/description,properties/face,properties/icon/url,properties/icon/scaledSize/width,properties/icon/scaledSize/height,properties/icon/origin/x,properties/icon/origin/y,properties/icon/anchor/x,properties/icon/anchor/y
Feature,Point,28.2611,44.2611,21522308,Bloc A6,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.2606,44.2612,21522309,Bloc A9,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.2608,44.2608,21522310,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.2605,44.2624,21522311,Bloc C3,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2606,44.2621,21522312,Bloc B3,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2607,44.2619,21522313,Bloc B2,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.261,44.2617,21522314,Bloc B1,,East,//www.hartablocuri.ro/i/s20.png,16,16,0,0,8,8
Feature,Point,28.2613,44.2621,21522315,Bloc C1,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.2618,44.2616,21522316,Bloc D2,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2635,44.2573,21522317,Bloc 12,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2635,44.258,21522318,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2634,44.2588,21522319,Bloc IP10,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2624,44.2607,21522320,Bloc D4,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2622,44.2615,21522321,Bloc D3,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2615,44.2623,21522322,Bloc D1,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2608,44.263,21522323,Bloc C2,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2601,44.2636,21522324,Bloc C1,,East,//www.hartablocuri.ro/i/s08.png,15,15,0,0,7.5,7.5
Feature,Point,28.2595,44.2639,21522325,Bloc C2,,East,//www.hartablocuri.ro/i/s08.png,15,15,0,0,7.5,7.5
Feature,Point,28.2592,44.2644,21522326,Bloc C3,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.2637,44.2595,21522327,Bloc INTERV,,East,//www.hartablocuri.ro/i/s20.png,16,16,0,0,8,8
Feature,Point,28.2652,44.2562,21522328,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s26.png,16,16,0,0,8,8
Feature,Point,28.264,44.2567,21522329,Bloc 20,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2647,44.2567,21522330,Bloc 21,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2652,44.2566,21522331,Bloc 22,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2661,44.25665,21522332,Bloc 31,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2667,44.2566,21522333,Bloc 32,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2645,44.26,21522334,Bloc 1,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2653,44.25995,21522335,Bloc 2,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.266,44.2599,21522336,Bloc 3,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2642,44.2597,21522337,Bloc 4,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2649,44.25965,21522338,Bloc 5,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2657,44.2596,21522339,Bloc 6,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2643,44.2612,21522340,Bloc 53,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2644,44.2607,21522341,Bloc 54,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2638,44.2605,21522342,Bloc 55,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2632,44.2606,21522343,Bloc 5,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2633,44.2612,21522344,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2636,44.2613,21522345,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2629,44.2613,21522346,Bloc 50,,East,//www.hartablocuri.ro/i/s28.png,19,19,0,0,9.5,9.5
Feature,Point,28.2638,44.2565,21522347,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2638,44.2562,21522348,Bloc 26,,East,//www.hartablocuri.ro/i/s28.png,19,19,0,0,9.5,9.5
Feature,Point,28.2642,44.2564,21522349,Bloc 27,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2642,44.2559,21522350,Bloc 28,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2642,44.2556,21522351,Bloc 29,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2645,44.2553,21522352,Bloc 30,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2648,44.255,21522353,Bloc 31,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2652,44.2547,21522354,Bloc 32,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2657,44.255,21522355,Bloc MS1,,East,//www.hartablocuri.ro/i/s28.png,16,16,0,0,8,8
Feature,Point,28.2657,44.2553,21522356,Bloc MS2,,East,//www.hartablocuri.ro/i/s28.png,16,16,0,0,8,8
Feature,Point,28.2653,44.2557,21522357,Bloc MS3,,East,//www.hartablocuri.ro/i/s28.png,16,16,0,0,8,8
Feature,Point,28.2648,44.2555,21522358,Bloc IP17,,East,//www.hartablocuri.ro/i/s26.png,14,14,0,0,7,7
Feature,Point,28.26475,44.2558,21522359,Bloc IP19,,East,//www.hartablocuri.ro/i/s26.png,14,14,0,0,7,7
Feature,Point,28.26465,44.2562,21522360,Bloc IP20,,East,//www.hartablocuri.ro/i/s26.png,14,14,0,0,7,7
Feature,Point,28.2646,44.2564,21522361,Bloc IP18,,East,//www.hartablocuri.ro/i/s26.png,14,14,0,0,7,7
Feature,Point,28.2602,44.2627,21522362,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s20.png,16,16,0,0,8,8
Feature,Point,28.2605,44.2629,21522363,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s20.png,16,16,0,0,8,8
Feature,Point,28.26,44.2632,21522364,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s.png,12,12,0,0,6,6
Feature,Point,28.2586,44.2641,21522365,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s20.png,16,16,0,0,8,8
Feature,Point,28.2589,44.2441,21522366,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,13,13,0,0,6.5,6.5
Feature,Point,28.2591,44.2445,21522367,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2591,44.2449,21522368,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2589,44.2452,21522369,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2584,44.2454,21522370,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2584,44.2458,21522371,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,13,13,0,0,6.5,6.5
Feature,Point,28.2579,44.2459,21522372,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,13,13,0,0,6.5,6.5
Feature,Point,28.2573,44.246,21522373,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,13,13,0,0,6.5,6.5
Feature,Point,28.2569,44.2463,21522374,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2569,44.24575,21522375,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2559,44.2463,21522376,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2556,44.246,21522377,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,13,13,0,0,6.5,6.5
Feature,Point,28.2558,44.2457,21522378,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2563,44.2458,21522379,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2556,44.2454,21522380,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,13,13,0,0,6.5,6.5
Feature,Point,28.2555,44.245,21522381,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,13,13,0,0,6.5,6.5
Feature,Point,28.2583,44.2465,21522382,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2576,44.2466,21522383,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2574,44.2468,21522384,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.257,44.2467,21522385,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,16,16,0,0,8,8
Feature,Point,28.2565,44.2467,21522386,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2556,44.2468,21522387,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.255,44.2469,21522388,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.255,44.2466,21522389,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2545,44.2468,21522390,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2545,44.2463,21522391,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2547,44.2458,21522392,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2547,44.2452,21522393,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2552,44.2462,21522394,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2552,44.2458,21522395,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2551,44.2452,21522396,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2549,44.2448,21522397,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2585,44.2438,21522398,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,13,13,0,0,6.5,6.5
Feature,Point,28.2582,44.2438,21522399,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,13,13,0,0,6.5,6.5
Feature,Point,28.2578,44.2438,21522400,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,13,13,0,0,6.5,6.5
Feature,Point,28.2573,44.2437,21522401,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,13,13,0,0,6.5,6.5
Feature,Point,28.2569,44.2436,21522402,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,13,13,0,0,6.5,6.5
Feature,Point,28.2561,44.2432,21522403,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,13,13,0,0,6.5,6.5
Feature,Point,28.255,44.2426,21522404,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s26.png,16,16,0,0,8,8
Feature,Point,28.2549,44.2419,21522405,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s26.png,16,16,0,0,8,8
Feature,Point,28.2554,44.242,21522406,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2586,44.2447,21522407,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.267,44.2419,21522408,Bloc DC5,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2669,44.2414,21522409,Bloc DC4,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2667,44.241,21522410,Bloc DC3,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2665,44.2407,21522411,Bloc DC2,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2663,44.2404,21522412,Bloc DC1,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2666,44.2401,21522413,Bloc IAS,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2689,44.2414,21522414,Bloc SC1,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2682,44.2417,21522415,Bloc SC2,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2677,44.2414,21522416,Bloc 5,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2681,44.2407,21522417,Bloc SC4,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2693,44.2402,21522418,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2686,44.2401,21522419,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2681,44.2401,21522420,Bloc IC3,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2676,44.2402,21522421,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.267,44.2402,21522422,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2739,44.239,21522423,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2737,44.2385,21522424,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2734,44.2381,21522425,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2731,44.2372,21522426,Bloc G3,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2728,44.2375,21522427,Bloc G2,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2725,44.2378,21522428,Bloc G1,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2721,44.238,21522429,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s12.png,16,16,0,0,8,8
Feature,Point,28.2725,44.2365,21522430,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.2722,44.2365,21522431,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.2722,44.2371,21522432,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2718,44.2371,21522433,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.2719,44.2368,21522434,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.2725,44.2368,21522435,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2731,44.2363,21522436,Bloc A2,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.2708,44.2403,21522437,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2746,44.245,21522438,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2752,44.2448,21522439,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2757,44.2447,21522440,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,15,15,0,0,7.5,7.5
Feature,Point,28.2741,44.2437,21522441,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2747,44.2435,21522442,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2753,44.2434,21522443,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2738,44.2449,21522444,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2737,44.2444,21522445,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2742,44.2448,21522446,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2741,44.2443,21522447,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2739,44.244,21522448,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2754,44.2437,21522449,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2756,44.244,21522450,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2757,44.2444,21522451,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,13,13,0,0,6.5,6.5
Feature,Point,28.2752,44.2445,21522452,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,13,13,0,0,6.5,6.5
Feature,Point,28.2747,44.2442,21522453,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.275,44.2438,21522454,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,13,13,0,0,6.5,6.5
Feature,Point,28.2729,44.2447,21522455,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s02.png,14,14,0,0,7,7
Feature,Point,28.2902,44.2455,21522456,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2894,44.2456,21522457,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2887,44.2456,21522458,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2881,44.2456,21522459,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2876,44.2455,21522460,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2865,44.2455,21522461,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s20.png,16,16,0,0,8,8
Feature,Point,28.2854,44.2454,21522462,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2847,44.2453,21522463,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2848,44.2451,21522464,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s24.png,14,14,0,0,7,7
Feature,Point,28.2658,44.24745,21522465,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2653,44.2475,21522466,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2648,44.2475,21522467,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2643,44.2476,21522468,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2638,44.2477,21522469,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2633,44.2478,21522470,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2628,44.248,21522471,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2623,44.2482,21522472,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2618,44.2484,21522473,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s28.png,15,15,0,0,7.5,7.5
Feature,Point,28.2634,44.2466,21522474,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.2635,44.2471,21522475,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s20.png,20,20,0,0,10,10
Feature,Point,28.2629,44.2472,21522476,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.2623,44.2478,21522477,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s20.png,20,20,0,0,10,10
Feature,Point,28.2619,44.2476,21522478,Bloc R12,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.2618,44.2479,21522479,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s20.png,16,16,0,0,8,8
Feature,Point,28.2613,44.248,21522480,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s20.png,20,20,0,0,10,10
Feature,Point,28.2616,44.2454,21522481,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2613,44.2452,21522482,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2607,44.2449,21522483,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
Feature,Point,28.2624,44.2469,21522484,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.2622,44.2471,21522485,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.262,44.2473,21522486,Bloc R8,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.2616,44.2474,21522487,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.2617,44.2469,21522488,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.2612,44.247,21522489,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.2614,44.2457,21522490,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s12.png,16,16,0,0,8,8
Feature,Point,28.2612,44.246,21522491,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s12.png,16,16,0,0,8,8
Feature,Point,28.2611,44.2464,21522492,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s12.png,16,16,0,0,8,8
Feature,Point,28.2606,44.2464,21522493,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s16.png,16,16,0,0,8,8
Feature,Point,28.2608,44.2452,21522494,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s12.png,16,16,0,0,8,8
Feature,Point,28.2606,44.2456,21522495,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s12.png,16,16,0,0,8,8
Feature,Point,28.2604,44.246,21522496,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s12.png,16,16,0,0,8,8
Feature,Point,28.2609,44.2473,21522497,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2684,44.2459,21522498,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s06.png,14,14,0,0,7,7
Feature,Point,28.2679,44.246,21522499,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s06.png,14,14,0,0,7,7
Feature,Point,28.2675,44.2461,21522500,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s26.png,16,16,0,0,8,8
Feature,Point,28.2687,44.2454,21522501,Bloc A,,East,//www.hartablocuri.ro/i/s24.png,16,16,0,0,8,8
Feature,Point,28.2683,44.2455,21522502,Bloc B,,East,//www.hartablocuri.ro/i/s06.png,16,16,0,0,8,8
Feature,Point,28.2682,44.2457,21522503,Bloc C,,East,//www.hartablocuri.ro/i/s06.png,16,16,0,0,8,8
Feature,Point,28.268,44.2457,21522504,Bloc D,,East,//www.hartablocuri.ro/i/s06.png,16,16,0,0,8,8
Feature,Point,28.2678,44.2457,21522505,Bloc E,,East,//www.hartablocuri.ro/i/s06.png,16,16,0,0,8,8
Feature,Point,28.2675,44.2459,21522506,Bloc F,,East,//www.hartablocuri.ro/i/s06.png,16,16,0,0,8,8
Feature,Point,28.267,44.2459,21522507,Bloc OH1,,East,//www.hartablocuri.ro/i/s26.png,16,16,0,0,8,8
Feature,Point,28.2751,44.2455,21522508,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s08.png,15,15,0,0,7.5,7.5
Feature,Point,28.2745,44.2456,21522509,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s08.png,15,15,0,0,7.5,7.5
Feature,Point,28.274,44.2457,21522510,Bloc P11,,East,//www.hartablocuri.ro/i/s08.png,15,15,0,0,7.5,7.5
Feature,Point,28.2734,44.2458,21522511,Bloc P10,,East,//www.hartablocuri.ro/i/s08.png,15,15,0,0,7.5,7.5
Feature,Point,28.2727,44.2459,21522512,Bloc P9,,East,//www.hartablocuri.ro/i/s08.png,15,15,0,0,7.5,7.5
Feature,Point,28.2756,44.2459,21522513,Bloc număr necunoscut,,East,//www.hartablocuri.ro/i/s08.png,16,16,0,0,8,8
