type,geometry/type,longitude,latitude,properties/id,properties/title,properties/description,properties/face,properties/icon/url,properties/icon/scaledSize/width,properties/icon/scaledSize/height,properties/icon/origin/x,properties/icon/origin/y,properties/icon/anchor/x,properties/icon/anchor/y,distance_miles
Feature,Point,27.6639,46.2167,21590733,I2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.205541571498768
Feature,Point,27.6665,46.23,21590575,3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2070228017498097
Feature,Point,27.6705,46.2336,21590777,C4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.208741313423004
Feature,Point,27.6644,46.2153,21590673,E6,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2112787016829676
Feature,Point,27.6731,46.2352,21590800,D18,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2114183297432697
Feature,Point,27.671,46.234,21590779,Q110,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.21213809706217
Feature,Point,27.664,46.2161,21590837,I5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2122275911650793
Feature,Point,27.6725,46.2349,21590782,Z5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2125123803669353
Feature,Point,27.6668,46.2305,21590577,5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2126997195698228
Feature,Point,27.6642,46.2155,21590840,E7,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2157771133262414
Feature,Point,27.6645,46.2147,21590676,G6,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2213149294477827
Feature,Point,27.6693,46.233,21590697,A4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2215950888623335
Feature,Point,27.6711,46.2343,21590778,11,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2241790064513984
Feature,Point,27.6755,46.2366,21590818,E9,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2293377811640203
Feature,Point,27.665,46.2135,21590660,D1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2323782536175412
Feature,Point,27.6646,46.2141,21590661,F1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.232682976873095
Feature,Point,27.6706,46.2342,21590780,10,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2352887451725019
Feature,Point,27.6663,46.2306,21590576,4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2366309724640296
Feature,Point,27.6631,46.2169,21590732,P3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.239199109697826
Feature,Point,27.6628,46.2176,21590571,P4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2426564922935925
Feature,Point,27.6667,46.2312,21590578,B9,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2430753800350338
Feature,Point,27.675,46.2367,21590882,Z1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.247328831636313
Feature,Point,27.6635,46.2154,21590730,I1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2496958197402603
Feature,Point,27.6637,46.215,21590849,G7,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.249780507485043
Feature,Point,27.6687,46.2332,21590696,A3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.252180067964086
Feature,Point,27.6766,46.2374,21590881,IPA,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.253317437819462
Feature,Point,27.6699,46.2341,21590755,B4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2534776921610156
Feature,Point,27.6693,46.2337,21590694,B13,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.254498017839834
Feature,Point,27.6644,46.2134,21590677,F2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2612672521945223
Feature,Point,27.664,46.214,21590657,G5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2617725091455445
Feature,Point,27.6762,46.2374,21590823,S6,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.261949285340008
Feature,Point,27.6695,46.234,21590728,B12,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2620853138604846
Feature,Point,27.6662,46.2312,21590579,B6,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.262978769853785
Feature,Point,27.6623,46.2171,21590572,P5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2732656252299974
Feature,Point,27.6681,46.2332,21590695,A2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2737584504621289
Feature,Point,27.6771,46.2379,21590817,E8,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2741358007850576
Feature,Point,27.6701,46.2347,21590759,B3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2768512334850661
Feature,Point,27.6638,46.2137,21590658,G4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2787914465167876
Feature,Point,27.6695,46.2344,21590756,A1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2816632957468332
Feature,Point,27.6753,46.2374,21590814,E4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2822011936252156
Feature,Point,27.6668,46.2324,21590689,C8,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2873599695167122
Feature,Point,27.6628,46.2151,21590729,G1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2880562340514157
Feature,Point,27.6661,46.2318,21590580,B7,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2901386313892778
Feature,Point,27.6771,46.2382,21590820,H11,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.292982993176571
Feature,Point,27.6631,46.2142,21590659,G3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.2962729893618372
Feature,Point,27.6676,46.2334,21590693,A1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3008920134166182
Feature,Point,27.6766,46.2382,21590812,E7,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3030409485544918
Feature,Point,27.6657,46.2318,21590581,B8,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3058965729630319
Feature,Point,27.6703,46.2354,21590758,B2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.306392444836846
Feature,Point,27.6697,46.2351,21590757,A2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3101215789654765
Feature,Point,27.6671,46.2332,21590590,C8,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.310327967374185
Feature,Point,27.6746,46.2376,21590822,S1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3106782515902244
Feature,Point,27.6766,46.2384,21590819,H10,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3155411005640507
Feature,Point,27.6625,46.2145,21590726,G2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3155576604685155
Feature,Point,27.6687,46.2346,21590589,B5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3184262204657091
Feature,Point,27.6762,46.2384,21590816,E6,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3237671209347337
Feature,Point,27.6755,46.2382,21590815,E5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3264164074237876
Feature,Point,27.6737,46.2375,21590789,R1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3267749020513837
Feature,Point,27.669,46.235,21590593,B6,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3280457042326503
Feature,Point,27.6618,46.2152,21590725,P10,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.331204735354116
Feature,Point,27.6705,46.236,21590761,B1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.331772687848602
Feature,Point,27.6761,46.2386,21590821,H9,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3382884267898847
Feature,Point,27.6693,46.2354,21590595,B7,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.338320810504978
Feature,Point,27.6699,46.2358,21590760,A3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3397904738401871
Feature,Point,27.6768,46.2389,21590649,2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.34297055362787
Feature,Point,27.6668,46.2337,21590583,D,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3434540867946094
Feature,Point,27.6749,46.2383,21590813,E2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3459404280573124
Feature,Point,27.6683,46.2349,21590591,D1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3465983744354169
Feature,Point,27.6731,46.2376,21590783,CON,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3478775308001005
Feature,Point,27.6677,46.2345,21590585,7,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3480422308652118
Feature,Point,27.6734,46.2378,21590790,R2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.351946049617313
Feature,Point,27.6742,46.2382,21590784,E1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3561523685915375
Feature,Point,27.6686,46.2353,21590594,D2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3562382722800466
Feature,Point,27.6612,46.2153,21590568,P9,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.35643251808627
Feature,Point,27.6609,46.2159,21590573,P7-P8,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3584465549790525
Feature,Point,27.667,46.2342,21590584,6,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.358817731462618
Feature,Point,27.6757,46.2388,21590883,Z2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3590942420248124
Feature,Point,27.67,46.2363,21590768,I4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3629922897914424
Feature,Point,27.6666,46.234,21590582,11,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3641620349932257
Feature,Point,27.6689,46.2357,21590596,D3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3665199711999296
Feature,Point,27.6765,46.2392,21590650,Virgotex,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3677564811903646
Feature,Point,27.6703,46.2366,21590766,I2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3699243843145594
Feature,Point,27.6748,46.2387,21590879,H6,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3725597227966702
Feature,Point,27.6735,46.2382,21590785,H3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3730624080379135
Feature,Point,27.6728,46.2379,21590787,K1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.373065570036011
Feature,Point,27.6709,46.237,21590770,Z1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.374029036391853
Feature,Point,27.6693,46.2361,21590601,D4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3742690957127275
Feature,Point,27.6671,46.2347,21590586,8,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3784513147408985
Feature,Point,27.6675,46.2352,21590587,9,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.388384743865799
Feature,Point,27.6702,46.2369,21590765,I1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3890959298288788
Feature,Point,27.6738,46.2386,21590786,H4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.389637805546132
Feature,Point,27.6751,46.2391,21590884,Z4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3904696136512864
Feature,Point,27.6759,46.2394,21590648,1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.392305457783621
Feature,Point,27.6697,46.2367,21590767,I3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3934123785178767
Feature,Point,27.6678,46.2356,21590588,B8,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.397753909021521
Feature,Point,27.6744,46.239,21590880,H5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.3998553655091932
Feature,Point,27.6733,46.2386,21590791,K2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4016930897297097
Feature,Point,27.6681,46.236,21590592,B9,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4077497321730876
Feature,Point,27.6747,46.2393,21590885,Z5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.411491860802641
Feature,Point,27.6716,46.2381,21590771,Z2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4162034200360591
Feature,Point,27.6693,46.2369,21590603,C1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4162585557294745
Feature,Point,27.6699,46.2373,21590773,Z4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4196672109419881
Feature,Point,27.6683,46.2364,21590597,B10,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4215655946043888
Feature,Point,27.6739,46.2392,21590788,K3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4234233897781532
Feature,Point,27.6687,46.2368,21590598,V10,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4295679361821216
Feature,Point,27.6743,46.2395,21590886,Z6,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4325940451589871
Feature,Point,27.6717,46.2385,21590763,B8,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4364876693291007
Feature,Point,27.6723,46.2388,21590775,V1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4383903734934107
Feature,Point,27.6691,46.2373,21590599,V9,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4436420853224514
Feature,Point,27.6712,46.2384,21590764,E4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4441039787634666
Feature,Point,27.6719,46.2389,21590774,E3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4544512082684073
Feature,Point,27.6713,46.2387,21590769,I5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4585844165886122
Feature,Point,27.6726,46.2393,21590613,V2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.46036950111497
Feature,Point,27.6694,46.2378,21590600,V8,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4615961093058039
Feature,Point,27.6705,46.2384,21590772,Z3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4632783013321944
Feature,Point,27.6722,46.2392,21590619,B5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4643865476803606
Feature,Point,27.6709,46.2388,21590762,B7,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4750126094436584
Feature,Point,27.6717,46.2392,21590610,V3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4770692243155599
Feature,Point,27.6584,46.2154,21590681,Confectii,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4828628116450344
Feature,Point,27.6726,46.2397,21590617,B1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.484158381680985
Feature,Point,27.6697,46.2384,21590602,V7,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.485811593708208
Feature,Point,27.6713,46.2392,21590620,B6,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4874140083668153
Feature,Point,27.6709,46.2391,21590607,V4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4921867126969584
Feature,Point,27.6729,46.24,21590616,A5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.494984174947905
Feature,Point,27.672,46.2397,21590615,B2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.4988438021313157
Feature,Point,27.67,46.2389,21590604,V6,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.5052814500728624
Feature,Point,27.6722,46.2399,21590614,A4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.5057702656355498
Feature,Point,27.673,46.2403,21590618,F1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.5107518319035078
Feature,Point,27.6713,46.2397,21590612,B3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.5164826416272248
Feature,Point,27.6716,46.2399,21590611,A3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.5206075247839264
Feature,Point,27.6703,46.2394,21590605,V5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.5254203844494028
Feature,Point,27.6706,46.2396,21590609,B4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.5288854738334283
Feature,Point,27.6709,46.2398,21590608,A2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.5326015865596576
Feature,Point,27.6724,46.2407,21590711,C1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.5488534778718306
Feature,Point,27.6703,46.2399,21590606,A1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.5540851607587975
Feature,Point,27.672,46.2407,21590710,C2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.5583111906423277
Feature,Point,27.6697,46.2397,21590698,D1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.558748664702284
Feature,Point,27.6692,46.2397,21590701,G1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.5724867044339708
Feature,Point,27.6716,46.2409,21590709,C3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.5798599652311343
Feature,Point,27.6692,46.24,21590702,G2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.5894184050081488
Feature,Point,27.6697,46.2403,21590699,D2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.5929940793646007
Feature,Point,27.6712,46.2411,21590708,C4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.6014662308193421
Feature,Point,27.6692,46.2404,21590703,G3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.612132012869193
Feature,Point,27.6698,46.2407,21590700,D3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.6133905035145677
Feature,Point,27.6708,46.2412,21590707,D5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.617207754531108
Feature,Point,27.6694,46.2409,21590704,E1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.6354427757643124
Feature,Point,27.6702,46.2413,21590706,D4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.6380731814650866
Feature,Point,27.6697,46.2415,21590705,E2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.6624705951715222
Feature,Point,27.6816,46.2494,21590794,4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,1.9772467673524063
Feature,Point,27.6814,46.2507,21590793,3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,2.0674441983715637
Feature,Point,27.6818,46.2509,21590792,2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6.0,6.0,2.078154907653148
